"date","clock_in","clock_out","code","notes","tags"
2023-04-03,"10:55:00","11:15:00","XOM","",""
2023-04-03,"11:15:00","11:27:00","BIZ","emails","done"
2023-04-03,"11:27:00","11:57:00","UNH","",""
2023-04-03,"11:57:00","12:18:00","MSFT","",""
2023-04-03,"12:18:00","12:43:00","PFE","setup books",""
2023-04-03,"12:43:00","12:55:00","NVO","emails","done"
2023-04-03,"12:55:00","14:32:00","WMT","planning session",""
2023-04-03,"14:32:00","14:46:00","PFE","",""
2023-04-03,"14:46:00","15:04:00","AAPL","",""
2023-04-04,"06:40:00","06:45:00","NVO","emails",""
2023-04-04,"06:45:00","08:33:00","TSLA","price quotes","redo"
2023-04-04,"08:33:00","08:46:00","TSM","emails","redo"
2023-04-04,"08:46:00","11:02:00","AMZN","price quotes","asap"
2023-04-05,"08:35:00","08:45:00","PG","emails","done"
2023-04-05,"08:45:00","10:15:00","META","balance sheets","asap"
2023-04-05,"10:15:00","10:20:00","TSLA","emails","redo"
2023-04-05,"10:20:00","10:37:00","JNJ","",""
2023-04-05,"10:37:00","11:40:00","TSM","prep for mtg","redo"
2023-04-06,"16:55:00","17:18:00","TSLA","discuss issues","asap"
2023-04-06,"17:18:00","17:38:00","NVO","price quotes","fixed"
2023-04-06,"17:38:00","17:48:00","NVO","",""
2023-04-07,"20:15:00","20:31:00","AMZN","",""
2023-04-09,"07:56:00","08:00:00","META","emails","fixed"
2023-04-09,"08:00:00","08:14:00","JNJ","",""
2023-04-09,"08:14:00","08:34:00","BIZ","",""
2023-04-09,"08:34:00","09:49:00","WMT","prep for mtg",""
2023-04-09,"09:49:00","11:00:00","MA","check last month's payments",""
2023-04-10,"11:05:00","11:11:00","BIZ","emails",""
2023-04-10,"11:11:00","11:19:00","GOOG","emails",""
2023-04-10,"11:19:00","11:31:00","WMT","emails","asap"
2023-04-10,"11:31:00","11:46:00","NVO","emails",""
2023-04-10,"11:46:00","12:01:00","WMT","emails","done"
2023-04-10,"12:01:00","12:04:00","BIZ","",""
2023-04-10,"12:04:00","12:30:00","NVDA","setup books",""
2023-04-10,"12:30:00","12:55:00","BIZ","setup books",""
2023-04-10,"12:55:00","13:57:00","TSM","phone call","done"
2023-04-10,"13:57:00","15:37:00","TSLA","phone call",""
2023-04-10,"15:37:00","15:43:00","BIZ","emails",""
2023-04-12,"09:05:00","09:11:00","GOOG","emails","redo"
2023-04-12,"09:11:00","09:40:00","WMT","setup books",""
2023-04-14,"08:07:00","09:08:00","TSLA","prep for mtg","done"
2023-04-14,"09:08:00","09:33:00","UNH","setup books","asap"
2023-04-14,"09:33:00","09:35:00","TSM","phone call",""
2023-04-14,"09:35:00","11:17:00","PG","price quotes",""
2023-04-14,"11:17:00","11:23:00","BIZ","emails","done"
2023-04-14,"11:23:00","11:26:00","GOOG","",""
2023-04-17,"11:07:00","11:33:00","BIZ","setup books","redo"
2023-04-17,"11:33:00","11:38:00","AAPL","emails",""
2023-04-17,"11:38:00","11:51:00","XOM","emails",""
2023-04-17,"11:51:00","12:48:00","HD","phone call","redo"
2023-04-17,"12:48:00","13:13:00","BIZ","setup books","fixed"
2023-04-17,"13:13:00","14:35:00","AMZN","phone call","redo"
2023-04-17,"14:35:00","15:35:00","AAPL","setup books",""
2023-04-17,"15:35:00","15:40:00","GOOG","emails","fixed"
2023-04-17,"15:40:00","15:57:00","XOM","",""
2023-04-17,"15:57:00","16:18:00","WMT","",""
2023-04-17,"16:18:00","16:26:00","META","emails",""
2023-04-17,"16:26:00","16:43:00","AAPL","",""
2023-04-19,"08:55:00","09:33:00","BIZ","prep for mtg","fixed"
2023-04-19,"09:33:00","10:14:00","XOM","setup books",""
2023-04-19,"10:14:00","10:18:00","TSLA","",""
2023-04-19,"10:18:00","10:21:00","BIZ","",""
2023-04-19,"10:21:00","10:46:00","AMZN","setup books","done"
2023-04-19,"10:46:00","11:31:00","TSM","setup books",""
2023-04-19,"11:31:00","13:00:00","BIZ","check last month's payments",""
2023-04-19,"13:00:00","13:21:00","JNJ","",""
2023-04-19,"13:21:00","15:22:00","NVO","price quotes","asap"
2023-04-19,"15:22:00","15:38:00","PG","",""
2023-04-21,"08:49:00","09:01:00","MSFT","emails",""
2023-04-21,"09:01:00","11:20:00","NVDA","planning session","redo"
2023-04-21,"11:20:00","12:41:00","MSFT","check last month's payments",""
2023-04-21,"12:41:00","13:11:00","AAPL","",""
2023-04-21,"13:11:00","13:21:00","GOOG","emails","redo"
2023-04-21,"13:21:00","14:30:00","BIZ","prep for mtg",""
2023-04-21,"14:30:00","14:56:00","MSFT","setup books","done"
2023-04-21,"14:56:00","15:07:00","TSM","emails",""
2023-04-21,"15:07:00","15:18:00","AAPL","emails",""
2023-04-22,"07:49:00","08:02:00","TSM","emails",""
2023-04-22,"08:02:00","09:37:00","META","phone call","asap"
2023-04-22,"09:37:00","11:05:00","PG","balance sheets",""
2023-04-24,"18:03:00","18:20:00","MSFT","prep for mtg",""
2023-04-24,"18:20:00","18:32:00","META","setup books",""
2023-04-25,"08:08:00","08:32:00","NVDA","setup books","fixed"
2023-04-25,"08:32:00","10:07:00","WMT","phone call","asap"
2023-04-25,"10:07:00","10:25:00","XOM","",""
2023-04-25,"10:25:00","10:55:00","TSM","",""
2023-04-25,"10:55:00","11:06:00","UNH","emails",""
2023-04-27,"11:45:00","11:49:00","NVDA","emails","asap"
2023-04-27,"11:49:00","12:03:00","CVX","",""
2023-04-27,"12:03:00","12:15:00","WMT","emails","fixed"
2023-04-27,"12:15:00","12:28:00","CVX","emails",""
2023-04-27,"12:28:00","13:37:00","UNH","prep for mtg","done"
2023-04-27,"13:37:00","13:40:00","META","",""
2023-04-27,"13:40:00","13:44:00","WMT","emails","done"
2023-04-27,"13:44:00","13:56:00","WMT","emails",""
2023-04-28,"07:55:00","08:22:00","GOOG","",""
2023-04-28,"08:22:00","11:05:00","TSM","discuss issues","redo"
2023-04-28,"11:05:00","11:14:00","NVO","",""
2023-04-28,"11:14:00","11:38:00","WMT","setup books",""
2023-04-28,"11:38:00","12:08:00","GOOG","",""
2023-04-29,"08:00:00","08:18:00","WMT","",""
2023-04-29,"08:18:00","08:34:00","NVO","",""
2023-04-29,"08:34:00","08:53:00","MA","",""
2023-04-29,"08:53:00","09:13:00","GOOG","",""
2023-04-29,"09:13:00","09:25:00","JNJ","emails",""
2023-04-29,"09:25:00","09:50:00","TSM","setup books","asap"
2023-04-29,"09:50:00","11:02:00","CVX","check last month's payments",""
2023-04-29,"11:02:00","11:32:00","TSLA","",""
2023-04-29,"11:32:00","11:37:00","MSFT","emails","redo"
2023-04-29,"11:37:00","13:22:00","TSM","crosscheck w bank statements",""
2023-04-29,"13:22:00","13:30:00","WMT","emails",""
2023-04-29,"13:30:00","13:49:00","GOOG","",""
2023-04-29,"13:49:00","14:11:00","TSM","",""
2023-04-29,"14:11:00","14:41:00","JPM","",""
2023-05-01,"07:45:00","08:53:00","PG","phone call","asap"
2023-05-01,"08:53:00","09:01:00","UNH","emails","fixed"
2023-05-01,"09:01:00","09:31:00","BIZ","",""
2023-05-01,"09:31:00","10:19:00","BIZ","phone call",""
2023-05-01,"10:19:00","12:11:00","AAPL","price quotes",""
2023-05-01,"12:11:00","14:03:00","PG","price quotes","done"
2023-05-01,"14:03:00","14:17:00","BRK/B","",""
2023-05-01,"14:17:00","14:20:00","BRK/B","",""
2023-05-03,"06:47:00","07:38:00","AMZN","phone call","asap"
2023-05-03,"07:38:00","07:43:00","WMT","emails",""
2023-05-03,"07:43:00","07:49:00","WMT","emails",""
2023-05-03,"07:49:00","08:05:00","PFE","",""
2023-05-03,"08:05:00","08:38:00","TSM","prep for mtg",""
2023-05-03,"08:38:00","08:43:00","META","emails",""
2023-05-03,"08:43:00","08:57:00","NVO","",""
2023-05-03,"08:57:00","09:06:00","TSLA","",""
2023-05-03,"09:06:00","09:40:00","AMZN","prep for mtg","asap"
2023-05-03,"09:40:00","10:40:00","WMT","setup books","done"
2023-05-05,"08:29:00","09:00:00","META","setup books",""
2023-05-05,"09:00:00","10:33:00","TSM","balance sheets",""
2023-05-05,"10:33:00","11:46:00","TSM","phone call",""
2023-05-05,"11:46:00","14:31:00","WMT","discuss issues",""
2023-05-05,"14:31:00","14:50:00","GOOG","",""
2023-05-05,"14:50:00","15:31:00","JPM","setup books",""
2023-05-05,"15:31:00","16:23:00","BIZ","check last month's payments",""
2023-05-05,"16:23:00","18:46:00","BIZ","planning session",""
2023-05-05,"18:46:00","18:48:00","WMT","phone call",""
2023-05-05,"18:48:00","20:01:00","BIZ","phone call","asap"
2023-05-06,"07:32:00","07:37:00","AAPL","emails","fixed"
2023-05-06,"07:37:00","07:43:00","XOM","emails",""
2023-05-06,"07:43:00","09:06:00","BIZ","check last month's payments","done"
2023-05-06,"09:06:00","10:11:00","TSLA","phone call","done"
2023-05-06,"10:11:00","11:14:00","WMT","prep for mtg",""
2023-05-06,"11:14:00","13:17:00","GOOG","price quotes",""
2023-05-06,"13:17:00","13:22:00","META","emails","fixed"
2023-05-06,"13:22:00","13:47:00","PG","setup books",""
2023-05-06,"13:47:00","13:55:00","BRK/A","emails","fixed"
2023-05-06,"13:55:00","14:01:00","PFE","emails",""
2023-05-06,"14:01:00","15:19:00","BIZ","balance sheets","done"
2023-05-07,"07:12:00","07:20:00","HD","emails","redo"
2023-05-07,"07:20:00","08:23:00","NVO","prep for mtg",""
2023-05-07,"08:23:00","09:23:00","BIZ","setup books",""
2023-05-07,"09:23:00","10:38:00","GOOG","prep for mtg",""
2023-05-07,"10:38:00","10:48:00","MSFT","emails","redo"
2023-05-07,"10:48:00","12:31:00","GOOG","balance sheets","fixed"
2023-05-10,"07:00:00","09:59:00","JNJ","discuss issues",""
2023-05-10,"09:59:00","10:19:00","TSM","",""
2023-05-10,"10:19:00","10:37:00","PFE","",""
2023-05-10,"10:37:00","10:52:00","JPM","emails","redo"
2023-05-10,"10:52:00","11:21:00","XOM","setup books",""
2023-05-10,"11:21:00","11:29:00","BIZ","emails","fixed"
2023-05-10,"11:29:00","11:35:00","HD","emails","done"
2023-05-10,"11:35:00","12:06:00","MSFT","setup books","asap"
2023-05-10,"12:06:00","12:32:00","WMT","setup books","asap"
2023-05-11,"10:08:00","10:51:00","BRK/B","setup books","redo"
2023-05-11,"10:51:00","11:06:00","TSM","emails",""
2023-05-11,"11:06:00","11:12:00","NVO","emails","done"
2023-05-11,"11:12:00","12:16:00","PG","prep for mtg",""
2023-05-11,"12:16:00","13:36:00","BIZ","crosscheck w bank statements",""
2023-05-11,"13:36:00","13:57:00","PG","",""
2023-05-11,"13:57:00","14:27:00","AAPL","",""
2023-05-11,"14:27:00","14:49:00","PG","",""
2023-05-11,"14:49:00","15:01:00","XOM","emails",""
2023-05-11,"15:01:00","15:57:00","UNH","prep for mtg",""
2023-05-11,"15:57:00","16:53:00","BIZ","prep for mtg","asap"
2023-05-12,"07:14:00","07:23:00","AMZN","",""
2023-05-12,"07:23:00","07:43:00","WMT","",""
2023-05-12,"07:43:00","09:42:00","JNJ","planning session",""
2023-05-12,"09:42:00","10:36:00","AMZN","phone call",""
2023-05-12,"10:36:00","11:22:00","MSFT","prep for mtg","done"
2023-05-12,"11:22:00","12:56:00","BIZ","check last month's payments",""
2023-05-12,"12:56:00","13:03:00","BIZ","emails",""
2023-05-12,"13:03:00","13:19:00","AMZN","",""
2023-05-12,"13:19:00","13:46:00","MA","",""
2023-05-14,"08:53:00","09:37:00","META","prep for mtg","asap"
2023-05-14,"09:37:00","12:24:00","PG","planning session","done"
2023-05-14,"12:24:00","12:48:00","WMT","setup books",""
2023-05-14,"12:48:00","13:44:00","WMT","prep for mtg","redo"
2023-05-14,"13:44:00","14:48:00","AAPL","prep for mtg",""
2023-05-14,"14:48:00","15:01:00","HD","emails",""
2023-05-14,"15:01:00","15:19:00","BIZ","",""
2023-05-14,"15:19:00","15:27:00","BIZ","emails",""
2023-05-14,"15:27:00","15:45:00","META","",""
2023-05-15,"06:37:00","06:50:00","TSLA","emails","redo"
2023-05-15,"06:50:00","07:04:00","TSM","",""
2023-05-15,"07:04:00","07:18:00","BIZ","",""
2023-05-15,"07:18:00","09:02:00","UNH","check last month's payments",""
2023-05-15,"09:02:00","09:19:00","MSFT","",""
2023-05-15,"09:19:00","09:45:00","WMT","setup books","fixed"
2023-05-16,"15:25:00","15:45:00","TSLA","phone call","done"
2023-05-16,"15:45:00","15:55:00","BIZ","crosscheck w bank statements",""
2023-05-16,"15:55:00","16:13:00","GOOG","",""
2023-05-16,"16:13:00","16:24:00","PG","balance sheets","fixed"
2023-05-17,"08:51:00","08:56:00","MSFT","emails",""
2023-05-17,"08:56:00","10:25:00","MSFT","check last month's payments",""
2023-05-17,"10:25:00","10:38:00","NVDA","emails","done"
2023-05-17,"10:38:00","10:47:00","JPM","",""
2023-05-17,"10:47:00","11:28:00","CVX","setup books",""
2023-05-17,"11:28:00","12:18:00","BIZ","prep for mtg","fixed"
2023-05-17,"12:18:00","12:46:00","GOOG","setup books","asap"
2023-05-17,"12:46:00","13:08:00","WMT","",""
2023-05-17,"13:08:00","13:36:00","WMT","setup books","done"
2023-05-17,"13:36:00","14:03:00","GOOG","",""
2023-05-17,"14:03:00","14:30:00","AMZN","",""
2023-05-17,"14:30:00","14:45:00","TSLA","emails","done"
2023-05-17,"14:45:00","15:27:00","UNH","prep for mtg",""
2023-05-17,"15:27:00","15:53:00","JNJ","setup books",""
2023-05-17,"15:53:00","16:16:00","AAPL","prep for mtg","asap"
2023-05-17,"16:16:00","16:21:00","PG","emails","done"
2023-05-17,"16:21:00","16:31:00","BIZ","emails",""
2023-05-17,"16:31:00","17:35:00","AMZN","prep for mtg","fixed"
2023-05-18,"07:06:00","07:19:00","NVO","emails","redo"
2023-05-18,"07:19:00","07:50:00","PFE","setup books","done"
2023-05-19,"06:14:00","06:38:00","BIZ","setup books","redo"
2023-05-19,"06:38:00","07:01:00","UNH","prep for mtg",""
2023-05-19,"07:01:00","07:13:00","NVDA","emails","asap"
2023-05-19,"07:13:00","07:30:00","CVX","",""
2023-05-19,"07:30:00","08:01:00","BRK/B","setup books","redo"
2023-05-20,"06:56:00","08:01:00","MA","phone call",""
2023-05-20,"08:01:00","09:16:00","TSLA","prep for mtg","fixed"
2023-05-20,"09:16:00","09:53:00","WMT","setup books",""
2023-05-20,"09:53:00","10:18:00","NVO","setup books",""
2023-05-21,"08:12:00","08:17:00","PG","emails","redo"
2023-05-21,"08:17:00","08:59:00","TSLA","prep for mtg","done"
2023-05-21,"08:59:00","09:01:00","BIZ","phone call",""
2023-05-21,"09:01:00","11:13:00","NVO","planning session","done"
2023-05-21,"11:13:00","11:24:00","WMT","emails",""
2023-05-21,"11:24:00","11:36:00","CVX","emails",""
2023-05-21,"11:36:00","13:52:00","PG","price quotes",""
2023-05-21,"13:52:00","14:55:00","WMT","prep for mtg",""
2023-05-21,"14:55:00","15:02:00","PG","emails","done"
2023-05-21,"15:02:00","16:03:00","MSFT","prep for mtg",""
2023-05-21,"16:03:00","16:19:00","NVDA","",""
2023-05-21,"16:19:00","18:06:00","META","crosscheck w bank statements",""
2023-05-24,"07:58:00","09:02:00","TSLA","prep for mtg","asap"
2023-05-24,"09:02:00","09:21:00","GOOG","",""
2023-05-24,"09:21:00","09:26:00","PG","emails",""
2023-05-24,"09:26:00","09:43:00","TSM","",""
2023-05-24,"09:43:00","09:49:00","BRK/B","emails","asap"
2023-05-24,"09:49:00","11:07:00","MA","balance sheets","done"
2023-05-24,"11:07:00","11:49:00","AAPL","prep for mtg","redo"
2023-05-25,"07:13:00","07:20:00","CVX","emails","redo"
2023-05-25,"07:20:00","08:21:00","WMT","prep for mtg",""
2023-05-25,"08:21:00","08:29:00","TSM","emails",""
2023-05-25,"08:29:00","08:41:00","BIZ","emails","redo"
2023-05-25,"08:41:00","09:52:00","NVO","check last month's payments",""
2023-05-25,"09:52:00","10:05:00","TSM","emails",""
2023-05-25,"10:05:00","10:35:00","WMT","",""
2023-05-25,"10:35:00","10:41:00","GOOG","emails",""
2023-05-25,"10:41:00","10:55:00","NVDA","",""
2023-05-25,"10:55:00","11:15:00","XOM","",""
2023-05-25,"11:15:00","11:58:00","NVDA","setup books","fixed"
2023-05-25,"11:58:00","12:25:00","MSFT","",""
2023-05-25,"12:25:00","12:28:00","NVO","",""
2023-05-25,"12:28:00","13:39:00","CVX","check last month's payments","done"
2023-05-25,"13:39:00","14:35:00","XOM","prep for mtg","redo"
2023-05-26,"06:00:00","06:39:00","AMZN","prep for mtg",""
2023-05-26,"06:39:00","07:35:00","XOM","prep for mtg",""
2023-05-26,"07:35:00","08:48:00","MSFT","phone call",""
2023-05-26,"08:48:00","09:08:00","XOM","",""
2023-05-26,"09:08:00","09:18:00","MSFT","emails","done"
2023-05-26,"09:18:00","10:12:00","JPM","phone call",""
2023-05-26,"10:12:00","10:38:00","BRK/B","setup books","asap"
2023-05-26,"10:38:00","11:23:00","TSLA","setup books","fixed"
2023-05-26,"11:23:00","12:22:00","TSLA","phone call",""
2023-05-26,"12:22:00","13:19:00","AMZN","phone call","asap"
2023-05-26,"13:19:00","13:37:00","BIZ","",""
2023-05-26,"13:37:00","14:29:00","MSFT","check last month's payments","fixed"
2023-05-26,"14:29:00","16:19:00","AAPL","balance sheets","redo"
2023-05-26,"16:19:00","16:36:00","GOOG","",""
2023-05-26,"16:36:00","16:53:00","NVDA","",""
2023-05-26,"16:53:00","17:09:00","AMZN","",""
2023-05-27,"07:00:00","08:17:00","PG","crosscheck w bank statements",""
2023-05-27,"08:17:00","09:20:00","PG","prep for mtg","fixed"
2023-05-27,"09:20:00","09:30:00","MSFT","emails",""
2023-05-27,"09:30:00","09:43:00","BIZ","emails",""
2023-05-27,"09:43:00","09:51:00","NVDA","emails","asap"
2023-05-28,"07:12:00","07:27:00","PG","emails",""
2023-05-28,"07:27:00","07:34:00","BIZ","emails","done"
2023-05-28,"07:34:00","07:56:00","BIZ","",""
2023-05-28,"07:56:00","09:05:00","BRK/B","prep for mtg",""
2023-05-28,"09:05:00","10:36:00","GOOG","crosscheck w bank statements","fixed"
2023-05-28,"10:36:00","13:09:00","XOM","balance sheets","asap"
2023-05-28,"13:09:00","13:15:00","AAPL","emails",""
2023-05-28,"13:15:00","14:14:00","BIZ","phone call",""
2023-05-28,"14:14:00","16:10:00","WMT","crosscheck w bank statements","done"
2023-05-28,"16:10:00","16:28:00","WMT","",""
2023-05-28,"16:28:00","17:07:00","UNH","prep for mtg","redo"
2023-05-30,"08:30:00","08:42:00","BIZ","emails","asap"
2023-05-30,"08:42:00","09:09:00","HD","",""
2023-05-30,"09:09:00","09:35:00","TSLA","setup books",""
2023-05-30,"09:35:00","10:06:00","AMZN","setup books","redo"
2023-05-30,"10:06:00","10:24:00","XOM","",""
2023-05-30,"10:24:00","10:41:00","BIZ","",""
2023-05-30,"10:41:00","10:47:00","BIZ","emails","redo"
2023-05-30,"10:47:00","10:49:00","NVO","phone call","asap"
2023-05-30,"10:49:00","11:09:00","TSM","",""
2023-05-31,"08:48:00","10:30:00","AAPL","price quotes",""
2023-05-31,"10:30:00","10:48:00","WMT","",""
2023-05-31,"10:48:00","10:58:00","AAPL","emails","fixed"
2023-05-31,"10:58:00","11:41:00","META","setup books",""
2023-05-31,"11:41:00","11:59:00","GOOG","",""
2023-05-31,"11:59:00","12:17:00","META","",""
2023-05-31,"12:17:00","13:51:00","WMT","check last month's payments","fixed"
2023-05-31,"13:51:00","14:14:00","MSFT","prep for mtg","fixed"
2023-06-01,"08:19:00","11:50:00","AAPL","planning session","asap"
2023-06-01,"11:50:00","12:30:00","TSM","setup books","asap"
2023-06-01,"12:30:00","13:00:00","META","",""
2023-06-01,"13:00:00","14:03:00","META","prep for mtg",""
2023-06-01,"14:03:00","14:39:00","PFE","setup books",""
2023-06-01,"14:39:00","15:16:00","JPM","setup books",""
2023-06-01,"15:16:00","16:31:00","AMZN","prep for mtg",""
2023-06-01,"16:31:00","16:45:00","XOM","",""
2023-06-01,"16:45:00","17:07:00","NVO","",""
2023-06-01,"17:07:00","18:31:00","TSLA","price quotes",""
2023-06-02,"08:06:00","08:28:00","CVX","",""
2023-06-02,"08:28:00","08:56:00","AAPL","setup books",""
2023-06-02,"08:56:00","09:09:00","BIZ","emails","asap"
2023-06-02,"09:09:00","09:29:00","PFE","",""
2023-06-02,"09:29:00","10:14:00","META","setup books",""
2023-06-02,"10:14:00","10:28:00","BIZ","",""
2023-06-02,"10:28:00","11:07:00","NVDA","prep for mtg","redo"
2023-06-02,"11:07:00","12:07:00","AMZN","setup books",""
2023-06-02,"12:07:00","12:15:00","META","emails","done"
2023-06-02,"12:15:00","12:38:00","TSLA","prep for mtg","done"
2023-06-05,"07:57:00","08:28:00","CVX","setup books","redo"
2023-06-05,"08:28:00","09:07:00","META","prep for mtg",""
2023-06-06,"06:57:00","07:06:00","BIZ","",""
2023-06-06,"07:06:00","08:46:00","TSLA","phone call",""
2023-06-06,"08:46:00","08:50:00","BRK/A","",""
2023-06-06,"08:50:00","09:07:00","BIZ","",""
2023-06-06,"09:07:00","09:32:00","WMT","setup books",""
2023-06-06,"09:32:00","09:50:00","NVDA","",""
2023-06-06,"09:50:00","10:03:00","PG","emails","redo"
2023-06-06,"10:03:00","10:08:00","TSLA","emails","redo"
2023-06-06,"10:08:00","10:14:00","AAPL","emails",""
2023-06-06,"10:14:00","10:25:00","CVX","emails",""
2023-06-06,"10:25:00","10:52:00","BRK/B","",""
2023-06-06,"10:52:00","11:02:00","XOM","emails",""
2023-06-06,"11:02:00","11:05:00","PFE","",""
2023-06-06,"11:05:00","12:54:00","NVDA","discuss issues","redo"
2023-06-06,"12:54:00","12:59:00","CVX","emails",""
2023-06-07,"13:21:00","13:35:00","PG","emails","done"
2023-06-07,"13:35:00","14:19:00","NVDA","emails",""
2023-06-07,"14:19:00","15:00:00","WMT","phone call",""
2023-06-08,"07:50:00","08:20:00","TSM","",""
2023-06-08,"08:20:00","09:23:00","MA","prep for mtg","fixed"
2023-06-08,"09:23:00","09:48:00","BIZ","setup books",""
2023-06-08,"09:48:00","10:24:00","WMT","setup books",""
2023-06-08,"10:24:00","11:27:00","PG","prep for mtg",""
